,sharpness
423,"tf.Tensor(5.51901786316179, shape=(), dtype=float64)"
424,"tf.Tensor(7.9554838568769695, shape=(), dtype=float64)"
425,"tf.Tensor(5.830633182214831, shape=(), dtype=float64)"
426,"tf.Tensor(5.085313981335115, shape=(), dtype=float64)"
427,"tf.Tensor(8.152832561110223, shape=(), dtype=float64)"
428,"tf.Tensor(6.396590292250515, shape=(), dtype=float64)"
429,"tf.Tensor(6.466373465395065, shape=(), dtype=float64)"
430,"tf.Tensor(6.232948020315345, shape=(), dtype=float64)"
431,"tf.Tensor(6.453614403800512, shape=(), dtype=float64)"
432,"tf.Tensor(8.212374604631828, shape=(), dtype=float64)"
433,"tf.Tensor(5.7926550970816555, shape=(), dtype=float64)"
434,"tf.Tensor(6.454301662768235, shape=(), dtype=float64)"
435,"tf.Tensor(6.575459828941584, shape=(), dtype=float64)"
436,"tf.Tensor(5.812678048978922, shape=(), dtype=float64)"
437,"tf.Tensor(7.235540667101863, shape=(), dtype=float64)"
438,"tf.Tensor(5.744508143190522, shape=(), dtype=float64)"
439,"tf.Tensor(6.0695190238442045, shape=(), dtype=float64)"
440,"tf.Tensor(5.825538126504532, shape=(), dtype=float64)"
441,"tf.Tensor(4.758045357582793, shape=(), dtype=float64)"
442,"tf.Tensor(6.693793422602001, shape=(), dtype=float64)"
443,"tf.Tensor(5.981526187455111, shape=(), dtype=float64)"
444,"tf.Tensor(8.245673491924222, shape=(), dtype=float64)"
445,"tf.Tensor(6.223157706494624, shape=(), dtype=float64)"
446,"tf.Tensor(6.113666153468422, shape=(), dtype=float64)"
447,"tf.Tensor(5.330479204989811, shape=(), dtype=float64)"
448,"tf.Tensor(6.83279656912245, shape=(), dtype=float64)"
449,"tf.Tensor(5.154269435048158, shape=(), dtype=float64)"
450,"tf.Tensor(4.666121741794578, shape=(), dtype=float64)"
451,"tf.Tensor(6.507438325335103, shape=(), dtype=float64)"
452,"tf.Tensor(6.89591775911644, shape=(), dtype=float64)"
453,"tf.Tensor(7.4663461904722155, shape=(), dtype=float64)"
454,"tf.Tensor(7.796775623934982, shape=(), dtype=float64)"
455,"tf.Tensor(6.305887034637096, shape=(), dtype=float64)"
456,"tf.Tensor(6.407725842060181, shape=(), dtype=float64)"
457,"tf.Tensor(6.2904625586981275, shape=(), dtype=float64)"
458,"tf.Tensor(6.940943279752772, shape=(), dtype=float64)"
459,"tf.Tensor(5.912075252851005, shape=(), dtype=float64)"
460,"tf.Tensor(6.2687070139020316, shape=(), dtype=float64)"
461,"tf.Tensor(5.556204479557154, shape=(), dtype=float64)"
462,"tf.Tensor(8.407059134968858, shape=(), dtype=float64)"
463,"tf.Tensor(6.110387548349856, shape=(), dtype=float64)"
464,"tf.Tensor(7.226338768201397, shape=(), dtype=float64)"
465,"tf.Tensor(4.7699185816851, shape=(), dtype=float64)"
466,"tf.Tensor(8.34360881302926, shape=(), dtype=float64)"
467,"tf.Tensor(5.0145825469615675, shape=(), dtype=float64)"
468,"tf.Tensor(5.749735444842281, shape=(), dtype=float64)"
469,"tf.Tensor(5.576993057259837, shape=(), dtype=float64)"
470,"tf.Tensor(6.856972394288664, shape=(), dtype=float64)"
471,"tf.Tensor(5.468573276951907, shape=(), dtype=float64)"
472,"tf.Tensor(5.97835165103775, shape=(), dtype=float64)"
473,"tf.Tensor(6.746237275963577, shape=(), dtype=float64)"
474,"tf.Tensor(6.506870649598796, shape=(), dtype=float64)"
475,"tf.Tensor(5.698677445323469, shape=(), dtype=float64)"
476,"tf.Tensor(6.285614820498043, shape=(), dtype=float64)"
477,"tf.Tensor(8.107336445033559, shape=(), dtype=float64)"
478,"tf.Tensor(7.336758055863062, shape=(), dtype=float64)"
479,"tf.Tensor(5.152950745297497, shape=(), dtype=float64)"
480,"tf.Tensor(8.654026398535219, shape=(), dtype=float64)"
481,"tf.Tensor(4.90030877954792, shape=(), dtype=float64)"
482,"tf.Tensor(7.399164736104649, shape=(), dtype=float64)"
483,"tf.Tensor(7.596687782994601, shape=(), dtype=float64)"
484,"tf.Tensor(6.278735587697753, shape=(), dtype=float64)"
485,"tf.Tensor(8.806974687906369, shape=(), dtype=float64)"
486,"tf.Tensor(5.312268711172156, shape=(), dtype=float64)"
487,"tf.Tensor(7.245784585067865, shape=(), dtype=float64)"
488,"tf.Tensor(5.720410335075715, shape=(), dtype=float64)"
489,"tf.Tensor(6.8909568911543495, shape=(), dtype=float64)"
490,"tf.Tensor(7.674562783289744, shape=(), dtype=float64)"
491,"tf.Tensor(5.781384933629389, shape=(), dtype=float64)"
492,"tf.Tensor(7.784385485925995, shape=(), dtype=float64)"
493,"tf.Tensor(6.99024363266022, shape=(), dtype=float64)"
494,"tf.Tensor(7.963255433719474, shape=(), dtype=float64)"
495,"tf.Tensor(8.551407043127693, shape=(), dtype=float64)"
496,"tf.Tensor(8.116795488575544, shape=(), dtype=float64)"
497,"tf.Tensor(6.645228631099414, shape=(), dtype=float64)"
498,"tf.Tensor(6.533212711459962, shape=(), dtype=float64)"
499,"tf.Tensor(6.603328020525587, shape=(), dtype=float64)"
500,"tf.Tensor(7.327008086899413, shape=(), dtype=float64)"
501,"tf.Tensor(6.462259042806023, shape=(), dtype=float64)"
502,"tf.Tensor(8.22599908669431, shape=(), dtype=float64)"
503,"tf.Tensor(6.002646580327005, shape=(), dtype=float64)"
504,"tf.Tensor(6.203228678158999, shape=(), dtype=float64)"
505,"tf.Tensor(3.5528672042687166, shape=(), dtype=float64)"
506,"tf.Tensor(7.6468035265279415, shape=(), dtype=float64)"
507,"tf.Tensor(4.3432931715154295, shape=(), dtype=float64)"
508,"tf.Tensor(6.902311510129368, shape=(), dtype=float64)"
509,"tf.Tensor(7.1276827605411475, shape=(), dtype=float64)"
510,"tf.Tensor(5.338116873670371, shape=(), dtype=float64)"
511,"tf.Tensor(7.065349392089409, shape=(), dtype=float64)"
512,"tf.Tensor(5.951535365642074, shape=(), dtype=float64)"
513,"tf.Tensor(5.817338284428585, shape=(), dtype=float64)"
514,"tf.Tensor(5.536216608407897, shape=(), dtype=float64)"
515,"tf.Tensor(6.325673693288804, shape=(), dtype=float64)"
516,"tf.Tensor(6.588096505099862, shape=(), dtype=float64)"
517,"tf.Tensor(5.906319482798853, shape=(), dtype=float64)"
518,"tf.Tensor(6.485372316366508, shape=(), dtype=float64)"
519,"tf.Tensor(7.321702712384591, shape=(), dtype=float64)"
520,"tf.Tensor(6.355557317400621, shape=(), dtype=float64)"
521,"tf.Tensor(6.698457844847849, shape=(), dtype=float64)"
522,"tf.Tensor(7.055902659364507, shape=(), dtype=float64)"
523,"tf.Tensor(6.22497830374942, shape=(), dtype=float64)"
524,"tf.Tensor(4.920984279315308, shape=(), dtype=float64)"
525,"tf.Tensor(4.771501718953592, shape=(), dtype=float64)"
526,"tf.Tensor(6.659023263684208, shape=(), dtype=float64)"
527,"tf.Tensor(7.727203763113708, shape=(), dtype=float64)"
528,"tf.Tensor(6.045684565173701, shape=(), dtype=float64)"
529,"tf.Tensor(6.198682167365775, shape=(), dtype=float64)"
530,"tf.Tensor(6.189883071568055, shape=(), dtype=float64)"
531,"tf.Tensor(7.513494563580886, shape=(), dtype=float64)"
532,"tf.Tensor(5.018006089455826, shape=(), dtype=float64)"
533,"tf.Tensor(6.811322651659257, shape=(), dtype=float64)"
534,"tf.Tensor(6.285567208078571, shape=(), dtype=float64)"
535,"tf.Tensor(7.728554379552589, shape=(), dtype=float64)"
536,"tf.Tensor(6.368974090803062, shape=(), dtype=float64)"
537,"tf.Tensor(4.973183026231649, shape=(), dtype=float64)"
538,"tf.Tensor(7.816191094228206, shape=(), dtype=float64)"
539,"tf.Tensor(7.045267156109598, shape=(), dtype=float64)"
540,"tf.Tensor(4.773180245167708, shape=(), dtype=float64)"
541,"tf.Tensor(6.872500239342726, shape=(), dtype=float64)"
542,"tf.Tensor(5.4188447510745075, shape=(), dtype=float64)"
543,"tf.Tensor(6.853630188637709, shape=(), dtype=float64)"
544,"tf.Tensor(6.706587669169474, shape=(), dtype=float64)"
545,"tf.Tensor(6.474601233476067, shape=(), dtype=float64)"
546,"tf.Tensor(6.6190788095943445, shape=(), dtype=float64)"
547,"tf.Tensor(6.856158184244639, shape=(), dtype=float64)"
548,"tf.Tensor(5.937364603832321, shape=(), dtype=float64)"
549,"tf.Tensor(7.152837370370701, shape=(), dtype=float64)"
550,"tf.Tensor(6.519859911600335, shape=(), dtype=float64)"
551,"tf.Tensor(7.872426730732672, shape=(), dtype=float64)"
552,"tf.Tensor(6.091166342671746, shape=(), dtype=float64)"
553,"tf.Tensor(6.440675398590177, shape=(), dtype=float64)"
554,"tf.Tensor(6.221957877521307, shape=(), dtype=float64)"
555,"tf.Tensor(7.378726113918143, shape=(), dtype=float64)"
556,"tf.Tensor(7.679576390149798, shape=(), dtype=float64)"
557,"tf.Tensor(7.448790516842245, shape=(), dtype=float64)"
558,"tf.Tensor(7.157206575182056, shape=(), dtype=float64)"
559,"tf.Tensor(5.697542949958223, shape=(), dtype=float64)"
560,"tf.Tensor(6.705504203694825, shape=(), dtype=float64)"
561,"tf.Tensor(7.240439421674321, shape=(), dtype=float64)"
562,"tf.Tensor(6.347961972188743, shape=(), dtype=float64)"
563,"tf.Tensor(6.956927039777967, shape=(), dtype=float64)"
564,"tf.Tensor(7.146903718504095, shape=(), dtype=float64)"
565,"tf.Tensor(6.004562061305188, shape=(), dtype=float64)"
566,"tf.Tensor(6.2184842523568, shape=(), dtype=float64)"
567,"tf.Tensor(5.2888254082195285, shape=(), dtype=float64)"
568,"tf.Tensor(6.257556366622007, shape=(), dtype=float64)"
569,"tf.Tensor(5.325000189248763, shape=(), dtype=float64)"
570,"tf.Tensor(6.120705833854117, shape=(), dtype=float64)"
571,"tf.Tensor(7.916891132608541, shape=(), dtype=float64)"
572,"tf.Tensor(6.283076787135694, shape=(), dtype=float64)"
573,"tf.Tensor(6.810578002568481, shape=(), dtype=float64)"
574,"tf.Tensor(7.972428800099757, shape=(), dtype=float64)"
575,"tf.Tensor(8.056059229033997, shape=(), dtype=float64)"
576,"tf.Tensor(5.578835399523998, shape=(), dtype=float64)"
577,"tf.Tensor(5.683011785728854, shape=(), dtype=float64)"
578,"tf.Tensor(6.839290876732838, shape=(), dtype=float64)"
579,"tf.Tensor(6.160881811079049, shape=(), dtype=float64)"
580,"tf.Tensor(6.888888869474926, shape=(), dtype=float64)"
581,"tf.Tensor(5.792389728974694, shape=(), dtype=float64)"
582,"tf.Tensor(5.870465919504269, shape=(), dtype=float64)"
583,"tf.Tensor(7.345790504817451, shape=(), dtype=float64)"
584,"tf.Tensor(4.989993136726497, shape=(), dtype=float64)"
585,"tf.Tensor(5.327994431657487, shape=(), dtype=float64)"
586,"tf.Tensor(7.320771634723286, shape=(), dtype=float64)"
587,"tf.Tensor(6.768384965274733, shape=(), dtype=float64)"
588,"tf.Tensor(7.065514413707534, shape=(), dtype=float64)"
589,"tf.Tensor(5.75511119884131, shape=(), dtype=float64)"
590,"tf.Tensor(8.395938338143967, shape=(), dtype=float64)"
591,"tf.Tensor(6.653981064282623, shape=(), dtype=float64)"
592,"tf.Tensor(6.087860344445101, shape=(), dtype=float64)"
593,"tf.Tensor(5.599902416501028, shape=(), dtype=float64)"
594,"tf.Tensor(5.165961159679156, shape=(), dtype=float64)"
595,"tf.Tensor(8.009317093222027, shape=(), dtype=float64)"
596,"tf.Tensor(6.310978278048836, shape=(), dtype=float64)"
597,"tf.Tensor(7.068558107255147, shape=(), dtype=float64)"
598,"tf.Tensor(6.210933541009255, shape=(), dtype=float64)"
599,"tf.Tensor(7.282147487785894, shape=(), dtype=float64)"
600,"tf.Tensor(7.507560970859687, shape=(), dtype=float64)"
601,"tf.Tensor(6.146479780072861, shape=(), dtype=float64)"
602,"tf.Tensor(7.049538368372926, shape=(), dtype=float64)"
603,"tf.Tensor(7.0260989109150715, shape=(), dtype=float64)"
604,"tf.Tensor(6.60351176693824, shape=(), dtype=float64)"
605,"tf.Tensor(7.361360410600306, shape=(), dtype=float64)"
606,"tf.Tensor(5.562821486286549, shape=(), dtype=float64)"
607,"tf.Tensor(6.866247381990396, shape=(), dtype=float64)"
608,"tf.Tensor(8.45300688722215, shape=(), dtype=float64)"
609,"tf.Tensor(5.489589700999363, shape=(), dtype=float64)"
610,"tf.Tensor(5.90539800413671, shape=(), dtype=float64)"
611,"tf.Tensor(6.733864751048742, shape=(), dtype=float64)"
612,"tf.Tensor(6.1683028019031445, shape=(), dtype=float64)"
613,"tf.Tensor(7.458045085072081, shape=(), dtype=float64)"
614,"tf.Tensor(5.884588251829808, shape=(), dtype=float64)"
615,"tf.Tensor(6.794247585752379, shape=(), dtype=float64)"
616,"tf.Tensor(6.560876459290404, shape=(), dtype=float64)"
617,"tf.Tensor(5.981930279898064, shape=(), dtype=float64)"
618,"tf.Tensor(6.1201343262470065, shape=(), dtype=float64)"
619,"tf.Tensor(6.465985630752487, shape=(), dtype=float64)"
620,"tf.Tensor(7.889919095069185, shape=(), dtype=float64)"
621,"tf.Tensor(7.484170549404621, shape=(), dtype=float64)"
622,"tf.Tensor(6.089873126663304, shape=(), dtype=float64)"
623,"tf.Tensor(4.431067579111671, shape=(), dtype=float64)"
624,"tf.Tensor(6.323074641087763, shape=(), dtype=float64)"
625,"tf.Tensor(6.052516256552427, shape=(), dtype=float64)"
626,"tf.Tensor(7.422214782862924, shape=(), dtype=float64)"
627,"tf.Tensor(7.6964111697932776, shape=(), dtype=float64)"
628,"tf.Tensor(7.952414088327818, shape=(), dtype=float64)"
629,"tf.Tensor(5.711159134746045, shape=(), dtype=float64)"
630,"tf.Tensor(7.396412022852266, shape=(), dtype=float64)"
631,"tf.Tensor(6.67431553878614, shape=(), dtype=float64)"
632,"tf.Tensor(5.624225089400008, shape=(), dtype=float64)"
633,"tf.Tensor(6.2165047027334905, shape=(), dtype=float64)"
634,"tf.Tensor(5.784151555774121, shape=(), dtype=float64)"
635,"tf.Tensor(8.602700734359788, shape=(), dtype=float64)"
636,"tf.Tensor(5.706418685302098, shape=(), dtype=float64)"
637,"tf.Tensor(7.2529055052153, shape=(), dtype=float64)"
638,"tf.Tensor(6.294642421652401, shape=(), dtype=float64)"
639,"tf.Tensor(7.527919078280821, shape=(), dtype=float64)"
640,"tf.Tensor(6.585470152262024, shape=(), dtype=float64)"
641,"tf.Tensor(6.0382966072642725, shape=(), dtype=float64)"
642,"tf.Tensor(7.535641057619325, shape=(), dtype=float64)"
643,"tf.Tensor(7.749966879369766, shape=(), dtype=float64)"
644,"tf.Tensor(4.682403902794761, shape=(), dtype=float64)"
645,"tf.Tensor(7.094487657500693, shape=(), dtype=float64)"
646,"tf.Tensor(6.557121750327642, shape=(), dtype=float64)"
647,"tf.Tensor(6.988657380186655, shape=(), dtype=float64)"
648,"tf.Tensor(5.6926230810524405, shape=(), dtype=float64)"
649,"tf.Tensor(6.278263360015486, shape=(), dtype=float64)"
650,"tf.Tensor(7.1825224289989125, shape=(), dtype=float64)"
651,"tf.Tensor(7.261846186625949, shape=(), dtype=float64)"
652,"tf.Tensor(7.660463498541874, shape=(), dtype=float64)"
653,"tf.Tensor(6.568440522429228, shape=(), dtype=float64)"
654,"tf.Tensor(7.572155421806864, shape=(), dtype=float64)"
655,"tf.Tensor(7.276241761960664, shape=(), dtype=float64)"
656,"tf.Tensor(6.429447815823606, shape=(), dtype=float64)"
657,"tf.Tensor(7.9658256744930345, shape=(), dtype=float64)"
658,"tf.Tensor(7.065847742671579, shape=(), dtype=float64)"
659,"tf.Tensor(7.25040413094356, shape=(), dtype=float64)"
660,"tf.Tensor(6.0307367310923, shape=(), dtype=float64)"
661,"tf.Tensor(6.881030432987198, shape=(), dtype=float64)"
662,"tf.Tensor(6.328521939614666, shape=(), dtype=float64)"
663,"tf.Tensor(6.5906287806761465, shape=(), dtype=float64)"
664,"tf.Tensor(8.319718629168504, shape=(), dtype=float64)"
665,"tf.Tensor(5.897324596668428, shape=(), dtype=float64)"
666,"tf.Tensor(7.307716265024968, shape=(), dtype=float64)"
667,"tf.Tensor(7.573279521714904, shape=(), dtype=float64)"
668,"tf.Tensor(6.58729540743955, shape=(), dtype=float64)"
669,"tf.Tensor(6.59007104242059, shape=(), dtype=float64)"
670,"tf.Tensor(6.721485168800641, shape=(), dtype=float64)"
671,"tf.Tensor(6.4729346280170965, shape=(), dtype=float64)"
672,"tf.Tensor(7.236526897530626, shape=(), dtype=float64)"
673,"tf.Tensor(6.98376151726878, shape=(), dtype=float64)"
674,"tf.Tensor(6.188497631501168, shape=(), dtype=float64)"
675,"tf.Tensor(6.856763875942978, shape=(), dtype=float64)"
676,"tf.Tensor(8.6192668817086, shape=(), dtype=float64)"
677,
678,"tf.Tensor(6.012181180973762, shape=(), dtype=float64)"
679,"tf.Tensor(6.425744343609386, shape=(), dtype=float64)"
680,"tf.Tensor(7.927692677930286, shape=(), dtype=float64)"
681,"tf.Tensor(7.059934587337588, shape=(), dtype=float64)"
682,"tf.Tensor(8.33339647767413, shape=(), dtype=float64)"
683,"tf.Tensor(6.603974460688828, shape=(), dtype=float64)"
684,"tf.Tensor(6.361912860000884, shape=(), dtype=float64)"
685,"tf.Tensor(7.488842898310727, shape=(), dtype=float64)"
686,"tf.Tensor(7.66951444169537, shape=(), dtype=float64)"
687,"tf.Tensor(6.236455854364863, shape=(), dtype=float64)"
688,"tf.Tensor(7.042641321205409, shape=(), dtype=float64)"
689,"tf.Tensor(6.8524790158997035, shape=(), dtype=float64)"
690,"tf.Tensor(6.212051729776817, shape=(), dtype=float64)"
691,"tf.Tensor(6.933553326418739, shape=(), dtype=float64)"
692,"tf.Tensor(5.368218338936891, shape=(), dtype=float64)"
693,"tf.Tensor(4.782265062319614, shape=(), dtype=float64)"
694,"tf.Tensor(7.5085772179314345, shape=(), dtype=float64)"
695,"tf.Tensor(6.40233132168955, shape=(), dtype=float64)"
696,"tf.Tensor(6.441951065162825, shape=(), dtype=float64)"
697,"tf.Tensor(7.178003669851225, shape=(), dtype=float64)"
698,"tf.Tensor(7.381690451051444, shape=(), dtype=float64)"
699,"tf.Tensor(6.544230739798571, shape=(), dtype=float64)"
700,"tf.Tensor(6.976846218233707, shape=(), dtype=float64)"
701,"tf.Tensor(8.306872848815136, shape=(), dtype=float64)"
702,"tf.Tensor(7.525820050023696, shape=(), dtype=float64)"
703,"tf.Tensor(8.122231963039166, shape=(), dtype=float64)"
704,"tf.Tensor(5.1536410344697785, shape=(), dtype=float64)"
705,"tf.Tensor(5.914202924348339, shape=(), dtype=float64)"
706,"tf.Tensor(8.930680859442262, shape=(), dtype=float64)"
707,"tf.Tensor(6.824198441884494, shape=(), dtype=float64)"
708,"tf.Tensor(7.182938451710814, shape=(), dtype=float64)"
709,"tf.Tensor(7.403435625585824, shape=(), dtype=float64)"
710,"tf.Tensor(7.182867288547921, shape=(), dtype=float64)"
711,"tf.Tensor(5.383619179049493, shape=(), dtype=float64)"
712,"tf.Tensor(6.525265013724709, shape=(), dtype=float64)"
713,"tf.Tensor(6.553619878916855, shape=(), dtype=float64)"
714,"tf.Tensor(6.62956272104449, shape=(), dtype=float64)"
715,"tf.Tensor(6.902068939501423, shape=(), dtype=float64)"
716,"tf.Tensor(7.993575225237288, shape=(), dtype=float64)"
717,"tf.Tensor(6.307040652352018, shape=(), dtype=float64)"
718,"tf.Tensor(7.969842294416718, shape=(), dtype=float64)"
719,"tf.Tensor(7.294271918656937, shape=(), dtype=float64)"
720,"tf.Tensor(7.397844376513821, shape=(), dtype=float64)"
721,"tf.Tensor(5.900420883774069, shape=(), dtype=float64)"
722,"tf.Tensor(6.782565024717549, shape=(), dtype=float64)"
723,"tf.Tensor(4.635393822444379, shape=(), dtype=float64)"
724,"tf.Tensor(6.930446660611144, shape=(), dtype=float64)"
725,"tf.Tensor(6.622461745401942, shape=(), dtype=float64)"
726,"tf.Tensor(7.660853699057876, shape=(), dtype=float64)"
727,"tf.Tensor(5.655465323819995, shape=(), dtype=float64)"
728,"tf.Tensor(6.6217224408536595, shape=(), dtype=float64)"
729,"tf.Tensor(7.378466275406179, shape=(), dtype=float64)"
730,"tf.Tensor(7.165167159095115, shape=(), dtype=float64)"
731,"tf.Tensor(8.335369608394839, shape=(), dtype=float64)"
732,"tf.Tensor(5.361134343931118, shape=(), dtype=float64)"
733,"tf.Tensor(5.441220954037986, shape=(), dtype=float64)"
734,"tf.Tensor(5.8123102935270134, shape=(), dtype=float64)"
735,"tf.Tensor(6.275737933396352, shape=(), dtype=float64)"
736,"tf.Tensor(7.242249496535667, shape=(), dtype=float64)"
737,"tf.Tensor(5.5255865704375156, shape=(), dtype=float64)"
738,"tf.Tensor(6.82248628139555, shape=(), dtype=float64)"
739,"tf.Tensor(6.8093652635727695, shape=(), dtype=float64)"
740,"tf.Tensor(7.278278641234627, shape=(), dtype=float64)"
741,"tf.Tensor(7.099275594882134, shape=(), dtype=float64)"
742,"tf.Tensor(6.769012733511383, shape=(), dtype=float64)"
743,"tf.Tensor(7.530300162967996, shape=(), dtype=float64)"
744,"tf.Tensor(7.611519164623418, shape=(), dtype=float64)"
745,"tf.Tensor(6.055245933386109, shape=(), dtype=float64)"
746,"tf.Tensor(9.61384586010316, shape=(), dtype=float64)"
747,"tf.Tensor(6.458280389877718, shape=(), dtype=float64)"
748,"tf.Tensor(6.245933879576034, shape=(), dtype=float64)"
749,"tf.Tensor(5.284313222427939, shape=(), dtype=float64)"
750,"tf.Tensor(8.337941138062284, shape=(), dtype=float64)"
751,"tf.Tensor(8.310201016086797, shape=(), dtype=float64)"
752,"tf.Tensor(7.558610449565538, shape=(), dtype=float64)"
753,"tf.Tensor(9.408671976623511, shape=(), dtype=float64)"
