,variation
467,"tf.Tensor(17.06859, shape=(), dtype=float32)"
468,"tf.Tensor(16.685658, shape=(), dtype=float32)"
469,"tf.Tensor(16.351025, shape=(), dtype=float32)"
470,"tf.Tensor(16.818441, shape=(), dtype=float32)"
471,"tf.Tensor(16.85358, shape=(), dtype=float32)"
472,"tf.Tensor(15.514988, shape=(), dtype=float32)"
473,"tf.Tensor(16.624727, shape=(), dtype=float32)"
474,"tf.Tensor(15.928237, shape=(), dtype=float32)"
475,"tf.Tensor(17.034613, shape=(), dtype=float32)"
476,"tf.Tensor(14.7116995, shape=(), dtype=float32)"
477,"tf.Tensor(16.677448, shape=(), dtype=float32)"
478,"tf.Tensor(16.89671, shape=(), dtype=float32)"
479,"tf.Tensor(15.762133, shape=(), dtype=float32)"
480,"tf.Tensor(16.822212, shape=(), dtype=float32)"
481,"tf.Tensor(15.862726, shape=(), dtype=float32)"
482,"tf.Tensor(16.75003, shape=(), dtype=float32)"
483,"tf.Tensor(14.523843, shape=(), dtype=float32)"
484,"tf.Tensor(15.774971, shape=(), dtype=float32)"
485,"tf.Tensor(15.489216, shape=(), dtype=float32)"
486,"tf.Tensor(15.849005, shape=(), dtype=float32)"
487,"tf.Tensor(16.763092, shape=(), dtype=float32)"
488,"tf.Tensor(15.821479, shape=(), dtype=float32)"
489,"tf.Tensor(14.892714, shape=(), dtype=float32)"
490,"tf.Tensor(15.059589, shape=(), dtype=float32)"
491,"tf.Tensor(15.650305, shape=(), dtype=float32)"
492,"tf.Tensor(16.66617, shape=(), dtype=float32)"
493,"tf.Tensor(16.57164, shape=(), dtype=float32)"
494,"tf.Tensor(16.072723, shape=(), dtype=float32)"
495,"tf.Tensor(16.236237, shape=(), dtype=float32)"
496,"tf.Tensor(16.71405, shape=(), dtype=float32)"
497,"tf.Tensor(16.378992, shape=(), dtype=float32)"
498,"tf.Tensor(17.355915, shape=(), dtype=float32)"
499,"tf.Tensor(15.830845, shape=(), dtype=float32)"
500,"tf.Tensor(15.754682, shape=(), dtype=float32)"
501,"tf.Tensor(15.697788, shape=(), dtype=float32)"
502,"tf.Tensor(15.639984, shape=(), dtype=float32)"
503,"tf.Tensor(15.267321, shape=(), dtype=float32)"
504,"tf.Tensor(17.109503, shape=(), dtype=float32)"
505,"tf.Tensor(15.943096, shape=(), dtype=float32)"
506,"tf.Tensor(17.611753, shape=(), dtype=float32)"
507,"tf.Tensor(16.314573, shape=(), dtype=float32)"
508,"tf.Tensor(15.684779, shape=(), dtype=float32)"
509,"tf.Tensor(16.476637, shape=(), dtype=float32)"
510,"tf.Tensor(17.101694, shape=(), dtype=float32)"
511,"tf.Tensor(16.419514, shape=(), dtype=float32)"
512,"tf.Tensor(15.548711, shape=(), dtype=float32)"
513,"tf.Tensor(14.778561, shape=(), dtype=float32)"
514,"tf.Tensor(16.883717, shape=(), dtype=float32)"
515,"tf.Tensor(15.126499, shape=(), dtype=float32)"
516,"tf.Tensor(16.82507, shape=(), dtype=float32)"
517,"tf.Tensor(16.773046, shape=(), dtype=float32)"
518,"tf.Tensor(14.946099, shape=(), dtype=float32)"
519,"tf.Tensor(15.240885, shape=(), dtype=float32)"
520,"tf.Tensor(15.395284, shape=(), dtype=float32)"
521,"tf.Tensor(14.3663, shape=(), dtype=float32)"
522,"tf.Tensor(14.969225, shape=(), dtype=float32)"
523,"tf.Tensor(17.452904, shape=(), dtype=float32)"
524,"tf.Tensor(15.472617, shape=(), dtype=float32)"
525,"tf.Tensor(15.1703005, shape=(), dtype=float32)"
526,"tf.Tensor(16.063103, shape=(), dtype=float32)"
527,"tf.Tensor(16.739958, shape=(), dtype=float32)"
528,"tf.Tensor(15.903719, shape=(), dtype=float32)"
529,"tf.Tensor(15.457539, shape=(), dtype=float32)"
530,"tf.Tensor(19.009993, shape=(), dtype=float32)"
531,"tf.Tensor(14.482588, shape=(), dtype=float32)"
532,"tf.Tensor(16.141481, shape=(), dtype=float32)"
533,"tf.Tensor(15.288561, shape=(), dtype=float32)"
534,"tf.Tensor(15.1859665, shape=(), dtype=float32)"
535,"tf.Tensor(13.716492, shape=(), dtype=float32)"
536,"tf.Tensor(17.29271, shape=(), dtype=float32)"
537,"tf.Tensor(15.329168, shape=(), dtype=float32)"
538,"tf.Tensor(15.09425, shape=(), dtype=float32)"
539,"tf.Tensor(17.246904, shape=(), dtype=float32)"
540,"tf.Tensor(14.768326, shape=(), dtype=float32)"
541,"tf.Tensor(14.3452835, shape=(), dtype=float32)"
542,"tf.Tensor(17.084621, shape=(), dtype=float32)"
543,"tf.Tensor(17.706436, shape=(), dtype=float32)"
544,"tf.Tensor(15.774287, shape=(), dtype=float32)"
545,"tf.Tensor(17.257956, shape=(), dtype=float32)"
546,"tf.Tensor(17.025982, shape=(), dtype=float32)"
547,"tf.Tensor(16.47975, shape=(), dtype=float32)"
548,"tf.Tensor(15.082098, shape=(), dtype=float32)"
549,"tf.Tensor(17.890593, shape=(), dtype=float32)"
550,"tf.Tensor(16.112116, shape=(), dtype=float32)"
551,"tf.Tensor(16.565903, shape=(), dtype=float32)"
552,"tf.Tensor(16.460539, shape=(), dtype=float32)"
553,"tf.Tensor(15.431481, shape=(), dtype=float32)"
554,"tf.Tensor(15.67634, shape=(), dtype=float32)"
555,"tf.Tensor(14.898239, shape=(), dtype=float32)"
556,"tf.Tensor(15.494684, shape=(), dtype=float32)"
557,"tf.Tensor(14.471844, shape=(), dtype=float32)"
558,"tf.Tensor(16.200829, shape=(), dtype=float32)"
559,"tf.Tensor(17.300882, shape=(), dtype=float32)"
560,"tf.Tensor(16.162828, shape=(), dtype=float32)"
561,"tf.Tensor(16.476988, shape=(), dtype=float32)"
562,"tf.Tensor(16.471292, shape=(), dtype=float32)"
563,"tf.Tensor(17.345263, shape=(), dtype=float32)"
564,"tf.Tensor(16.322765, shape=(), dtype=float32)"
565,"tf.Tensor(16.353836, shape=(), dtype=float32)"
566,"tf.Tensor(14.823093, shape=(), dtype=float32)"
567,"tf.Tensor(14.805869, shape=(), dtype=float32)"
568,"tf.Tensor(16.934496, shape=(), dtype=float32)"
569,"tf.Tensor(16.954826, shape=(), dtype=float32)"
570,"tf.Tensor(15.279296, shape=(), dtype=float32)"
571,"tf.Tensor(14.840563, shape=(), dtype=float32)"
572,"tf.Tensor(16.668774, shape=(), dtype=float32)"
573,"tf.Tensor(16.942528, shape=(), dtype=float32)"
574,"tf.Tensor(15.312487, shape=(), dtype=float32)"
575,
576,"tf.Tensor(14.456823, shape=(), dtype=float32)"
577,"tf.Tensor(16.244457, shape=(), dtype=float32)"
578,"tf.Tensor(15.275833, shape=(), dtype=float32)"
579,"tf.Tensor(16.966703, shape=(), dtype=float32)"
580,"tf.Tensor(14.881167, shape=(), dtype=float32)"
581,"tf.Tensor(14.865563, shape=(), dtype=float32)"
582,"tf.Tensor(14.519991, shape=(), dtype=float32)"
583,"tf.Tensor(14.474659, shape=(), dtype=float32)"
584,"tf.Tensor(15.535712, shape=(), dtype=float32)"
585,"tf.Tensor(16.187904, shape=(), dtype=float32)"
586,"tf.Tensor(15.261622, shape=(), dtype=float32)"
587,"tf.Tensor(17.179037, shape=(), dtype=float32)"
588,"tf.Tensor(15.361547, shape=(), dtype=float32)"
589,"tf.Tensor(15.124964, shape=(), dtype=float32)"
590,"tf.Tensor(15.558559, shape=(), dtype=float32)"
591,"tf.Tensor(15.687845, shape=(), dtype=float32)"
592,"tf.Tensor(16.659382, shape=(), dtype=float32)"
593,"tf.Tensor(16.162302, shape=(), dtype=float32)"
594,"tf.Tensor(15.881861, shape=(), dtype=float32)"
595,"tf.Tensor(15.918367, shape=(), dtype=float32)"
596,"tf.Tensor(15.311464, shape=(), dtype=float32)"
597,"tf.Tensor(15.294116, shape=(), dtype=float32)"
598,"tf.Tensor(13.9400425, shape=(), dtype=float32)"
599,"tf.Tensor(14.884757, shape=(), dtype=float32)"
600,"tf.Tensor(17.683868, shape=(), dtype=float32)"
601,"tf.Tensor(15.477554, shape=(), dtype=float32)"
602,"tf.Tensor(15.369646, shape=(), dtype=float32)"
603,"tf.Tensor(14.6514435, shape=(), dtype=float32)"
604,"tf.Tensor(17.122608, shape=(), dtype=float32)"
605,"tf.Tensor(17.222216, shape=(), dtype=float32)"
606,"tf.Tensor(17.556063, shape=(), dtype=float32)"
607,"tf.Tensor(15.050397, shape=(), dtype=float32)"
608,"tf.Tensor(15.396674, shape=(), dtype=float32)"
609,"tf.Tensor(15.589656, shape=(), dtype=float32)"
610,"tf.Tensor(15.898647, shape=(), dtype=float32)"
611,"tf.Tensor(15.361547, shape=(), dtype=float32)"
612,"tf.Tensor(17.532972, shape=(), dtype=float32)"
613,"tf.Tensor(16.872139, shape=(), dtype=float32)"
614,"tf.Tensor(15.966139, shape=(), dtype=float32)"
615,"tf.Tensor(15.758044, shape=(), dtype=float32)"
616,"tf.Tensor(17.19012, shape=(), dtype=float32)"
617,"tf.Tensor(15.523195, shape=(), dtype=float32)"
618,"tf.Tensor(15.974898, shape=(), dtype=float32)"
619,"tf.Tensor(16.501776, shape=(), dtype=float32)"
620,"tf.Tensor(16.669043, shape=(), dtype=float32)"
621,"tf.Tensor(16.64209, shape=(), dtype=float32)"
622,"tf.Tensor(16.676836, shape=(), dtype=float32)"
623,"tf.Tensor(14.913245, shape=(), dtype=float32)"
624,"tf.Tensor(14.783241, shape=(), dtype=float32)"
625,"tf.Tensor(15.96256, shape=(), dtype=float32)"
626,"tf.Tensor(16.632019, shape=(), dtype=float32)"
627,"tf.Tensor(16.210003, shape=(), dtype=float32)"
628,"tf.Tensor(15.86625, shape=(), dtype=float32)"
629,"tf.Tensor(15.69188, shape=(), dtype=float32)"
630,"tf.Tensor(17.41398, shape=(), dtype=float32)"
631,"tf.Tensor(16.310617, shape=(), dtype=float32)"
632,"tf.Tensor(16.006325, shape=(), dtype=float32)"
633,"tf.Tensor(15.463896, shape=(), dtype=float32)"
634,"tf.Tensor(16.683496, shape=(), dtype=float32)"
635,"tf.Tensor(15.799218, shape=(), dtype=float32)"
636,"tf.Tensor(16.279024, shape=(), dtype=float32)"
637,"tf.Tensor(16.313662, shape=(), dtype=float32)"
638,"tf.Tensor(14.879406, shape=(), dtype=float32)"
639,"tf.Tensor(15.611762, shape=(), dtype=float32)"
640,"tf.Tensor(17.128162, shape=(), dtype=float32)"
641,"tf.Tensor(15.788785, shape=(), dtype=float32)"
642,"tf.Tensor(16.212088, shape=(), dtype=float32)"
643,"tf.Tensor(13.838438, shape=(), dtype=float32)"
644,"tf.Tensor(15.5125475, shape=(), dtype=float32)"
645,"tf.Tensor(16.633993, shape=(), dtype=float32)"
646,"tf.Tensor(14.630419, shape=(), dtype=float32)"
647,"tf.Tensor(15.934534, shape=(), dtype=float32)"
648,"tf.Tensor(15.850484, shape=(), dtype=float32)"
649,"tf.Tensor(18.010202, shape=(), dtype=float32)"
650,"tf.Tensor(16.040115, shape=(), dtype=float32)"
651,"tf.Tensor(15.610261, shape=(), dtype=float32)"
652,"tf.Tensor(15.1546545, shape=(), dtype=float32)"
653,"tf.Tensor(15.675716, shape=(), dtype=float32)"
654,"tf.Tensor(15.966139, shape=(), dtype=float32)"
655,"tf.Tensor(16.49694, shape=(), dtype=float32)"
656,"tf.Tensor(16.517841, shape=(), dtype=float32)"
657,"tf.Tensor(15.6545725, shape=(), dtype=float32)"
658,"tf.Tensor(15.5357685, shape=(), dtype=float32)"
659,"tf.Tensor(16.303234, shape=(), dtype=float32)"
660,"tf.Tensor(16.278696, shape=(), dtype=float32)"
661,"tf.Tensor(14.075492, shape=(), dtype=float32)"
662,"tf.Tensor(17.23304, shape=(), dtype=float32)"
663,"tf.Tensor(15.364466, shape=(), dtype=float32)"
664,"tf.Tensor(18.388388, shape=(), dtype=float32)"
665,"tf.Tensor(16.97498, shape=(), dtype=float32)"
666,"tf.Tensor(16.113739, shape=(), dtype=float32)"
667,"tf.Tensor(14.563247, shape=(), dtype=float32)"
668,"tf.Tensor(16.478975, shape=(), dtype=float32)"
669,"tf.Tensor(16.734016, shape=(), dtype=float32)"
670,"tf.Tensor(15.005203, shape=(), dtype=float32)"
671,"tf.Tensor(16.139433, shape=(), dtype=float32)"
672,"tf.Tensor(14.67813, shape=(), dtype=float32)"
673,"tf.Tensor(14.91203, shape=(), dtype=float32)"
674,"tf.Tensor(14.615699, shape=(), dtype=float32)"
675,"tf.Tensor(16.104738, shape=(), dtype=float32)"
676,"tf.Tensor(15.297843, shape=(), dtype=float32)"
677,"tf.Tensor(14.153999, shape=(), dtype=float32)"
678,
679,"tf.Tensor(14.802455, shape=(), dtype=float32)"
680,"tf.Tensor(17.178654, shape=(), dtype=float32)"
681,"tf.Tensor(17.331524, shape=(), dtype=float32)"
682,"tf.Tensor(16.00602, shape=(), dtype=float32)"
683,"tf.Tensor(16.742952, shape=(), dtype=float32)"
684,"tf.Tensor(16.226845, shape=(), dtype=float32)"
685,"tf.Tensor(16.8448, shape=(), dtype=float32)"
686,"tf.Tensor(15.353877, shape=(), dtype=float32)"
687,"tf.Tensor(15.003745, shape=(), dtype=float32)"
688,"tf.Tensor(16.387, shape=(), dtype=float32)"
689,"tf.Tensor(15.636071, shape=(), dtype=float32)"
690,"tf.Tensor(15.145649, shape=(), dtype=float32)"
691,"tf.Tensor(14.646353, shape=(), dtype=float32)"
692,"tf.Tensor(17.55457, shape=(), dtype=float32)"
693,"tf.Tensor(15.493422, shape=(), dtype=float32)"
694,"tf.Tensor(16.632885, shape=(), dtype=float32)"
695,"tf.Tensor(17.269817, shape=(), dtype=float32)"
696,"tf.Tensor(17.677263, shape=(), dtype=float32)"
697,"tf.Tensor(15.174604, shape=(), dtype=float32)"
698,"tf.Tensor(14.83682, shape=(), dtype=float32)"
699,"tf.Tensor(17.28172, shape=(), dtype=float32)"
700,"tf.Tensor(16.121159, shape=(), dtype=float32)"
701,"tf.Tensor(15.131924, shape=(), dtype=float32)"
702,"tf.Tensor(16.086557, shape=(), dtype=float32)"
703,"tf.Tensor(15.882864, shape=(), dtype=float32)"
704,"tf.Tensor(15.255029, shape=(), dtype=float32)"
705,"tf.Tensor(15.06071, shape=(), dtype=float32)"
706,"tf.Tensor(16.691313, shape=(), dtype=float32)"
707,"tf.Tensor(17.614416, shape=(), dtype=float32)"
708,"tf.Tensor(14.814676, shape=(), dtype=float32)"
709,"tf.Tensor(16.392227, shape=(), dtype=float32)"
710,"tf.Tensor(16.339369, shape=(), dtype=float32)"
711,"tf.Tensor(18.17381, shape=(), dtype=float32)"
712,"tf.Tensor(16.783508, shape=(), dtype=float32)"
713,"tf.Tensor(14.288841, shape=(), dtype=float32)"
714,"tf.Tensor(17.1531, shape=(), dtype=float32)"
715,"tf.Tensor(15.452794, shape=(), dtype=float32)"
716,"tf.Tensor(16.483051, shape=(), dtype=float32)"
717,"tf.Tensor(16.221891, shape=(), dtype=float32)"
718,"tf.Tensor(15.361547, shape=(), dtype=float32)"
719,"tf.Tensor(14.597104, shape=(), dtype=float32)"
720,"tf.Tensor(14.950589, shape=(), dtype=float32)"
721,"tf.Tensor(15.330273, shape=(), dtype=float32)"
722,"tf.Tensor(14.550688, shape=(), dtype=float32)"
723,"tf.Tensor(14.761393, shape=(), dtype=float32)"
724,"tf.Tensor(15.524461, shape=(), dtype=float32)"
725,"tf.Tensor(15.11217, shape=(), dtype=float32)"
726,"tf.Tensor(17.87636, shape=(), dtype=float32)"
727,"tf.Tensor(16.138815, shape=(), dtype=float32)"
728,"tf.Tensor(17.550049, shape=(), dtype=float32)"
729,"tf.Tensor(16.87732, shape=(), dtype=float32)"
730,"tf.Tensor(16.278067, shape=(), dtype=float32)"
731,"tf.Tensor(16.026157, shape=(), dtype=float32)"
732,"tf.Tensor(14.686405, shape=(), dtype=float32)"
733,"tf.Tensor(16.382553, shape=(), dtype=float32)"
734,"tf.Tensor(16.87732, shape=(), dtype=float32)"
735,"tf.Tensor(15.791893, shape=(), dtype=float32)"
736,"tf.Tensor(14.496031, shape=(), dtype=float32)"
737,"tf.Tensor(14.831161, shape=(), dtype=float32)"
738,"tf.Tensor(15.224237, shape=(), dtype=float32)"
739,"tf.Tensor(16.53438, shape=(), dtype=float32)"
740,"tf.Tensor(17.928759, shape=(), dtype=float32)"
741,"tf.Tensor(15.105521, shape=(), dtype=float32)"
742,"tf.Tensor(15.878258, shape=(), dtype=float32)"
743,"tf.Tensor(15.236723, shape=(), dtype=float32)"
744,"tf.Tensor(17.316725, shape=(), dtype=float32)"
745,"tf.Tensor(15.021725, shape=(), dtype=float32)"
746,"tf.Tensor(15.282963, shape=(), dtype=float32)"
747,"tf.Tensor(16.203697, shape=(), dtype=float32)"
748,
749,"tf.Tensor(15.452744, shape=(), dtype=float32)"
750,"tf.Tensor(15.241808, shape=(), dtype=float32)"
751,"tf.Tensor(15.969182, shape=(), dtype=float32)"
752,"tf.Tensor(14.955507, shape=(), dtype=float32)"
753,"tf.Tensor(16.26597, shape=(), dtype=float32)"
754,"tf.Tensor(17.011606, shape=(), dtype=float32)"
755,"tf.Tensor(19.2505, shape=(), dtype=float32)"
756,"tf.Tensor(16.404922, shape=(), dtype=float32)"
757,"tf.Tensor(16.025017, shape=(), dtype=float32)"
758,"tf.Tensor(16.903633, shape=(), dtype=float32)"
759,"tf.Tensor(17.083487, shape=(), dtype=float32)"
760,"tf.Tensor(15.900602, shape=(), dtype=float32)"
761,"tf.Tensor(13.936827, shape=(), dtype=float32)"
762,"tf.Tensor(14.992185, shape=(), dtype=float32)"
763,"tf.Tensor(14.991031, shape=(), dtype=float32)"
764,"tf.Tensor(16.481087, shape=(), dtype=float32)"
765,"tf.Tensor(16.349775, shape=(), dtype=float32)"
766,"tf.Tensor(16.866055, shape=(), dtype=float32)"
767,"tf.Tensor(16.58059, shape=(), dtype=float32)"
768,"tf.Tensor(17.68101, shape=(), dtype=float32)"
769,"tf.Tensor(16.316532, shape=(), dtype=float32)"
770,"tf.Tensor(15.950802, shape=(), dtype=float32)"
771,"tf.Tensor(17.441795, shape=(), dtype=float32)"
772,"tf.Tensor(16.125639, shape=(), dtype=float32)"
773,"tf.Tensor(16.827667, shape=(), dtype=float32)"
774,"tf.Tensor(16.170698, shape=(), dtype=float32)"
775,"tf.Tensor(17.05604, shape=(), dtype=float32)"
776,"tf.Tensor(15.678782, shape=(), dtype=float32)"
777,"tf.Tensor(17.440119, shape=(), dtype=float32)"
778,"tf.Tensor(16.683496, shape=(), dtype=float32)"
779,"tf.Tensor(15.924051, shape=(), dtype=float32)"
780,"tf.Tensor(16.521303, shape=(), dtype=float32)"
781,"tf.Tensor(15.722027, shape=(), dtype=float32)"
782,"tf.Tensor(15.898134, shape=(), dtype=float32)"
783,"tf.Tensor(15.41567, shape=(), dtype=float32)"
784,"tf.Tensor(17.294455, shape=(), dtype=float32)"
785,"tf.Tensor(17.80331, shape=(), dtype=float32)"
786,"tf.Tensor(15.090644, shape=(), dtype=float32)"
787,"tf.Tensor(15.437251, shape=(), dtype=float32)"
788,"tf.Tensor(17.274178, shape=(), dtype=float32)"
789,"tf.Tensor(15.8049135, shape=(), dtype=float32)"
790,"tf.Tensor(16.426373, shape=(), dtype=float32)"
791,"tf.Tensor(16.041733, shape=(), dtype=float32)"
792,"tf.Tensor(14.518078, shape=(), dtype=float32)"
793,"tf.Tensor(15.561445, shape=(), dtype=float32)"
794,"tf.Tensor(15.2451935, shape=(), dtype=float32)"
795,"tf.Tensor(16.391977, shape=(), dtype=float32)"
796,"tf.Tensor(15.594987, shape=(), dtype=float32)"
797,"tf.Tensor(16.555202, shape=(), dtype=float32)"
798,"tf.Tensor(15.166633, shape=(), dtype=float32)"
799,"tf.Tensor(14.945129, shape=(), dtype=float32)"
800,"tf.Tensor(14.999406, shape=(), dtype=float32)"
801,"tf.Tensor(14.894654, shape=(), dtype=float32)"
802,"tf.Tensor(15.30203, shape=(), dtype=float32)"
803,"tf.Tensor(16.479364, shape=(), dtype=float32)"
804,"tf.Tensor(15.992595, shape=(), dtype=float32)"
805,"tf.Tensor(15.568049, shape=(), dtype=float32)"
806,"tf.Tensor(15.827235, shape=(), dtype=float32)"
807,"tf.Tensor(18.116161, shape=(), dtype=float32)"
808,"tf.Tensor(16.838812, shape=(), dtype=float32)"
809,"tf.Tensor(14.977878, shape=(), dtype=float32)"
810,"tf.Tensor(17.177717, shape=(), dtype=float32)"
811,"tf.Tensor(14.313069, shape=(), dtype=float32)"
812,"tf.Tensor(15.379218, shape=(), dtype=float32)"
813,"tf.Tensor(16.917572, shape=(), dtype=float32)"
814,"tf.Tensor(16.047472, shape=(), dtype=float32)"
815,"tf.Tensor(15.281247, shape=(), dtype=float32)"
816,"tf.Tensor(16.240194, shape=(), dtype=float32)"
817,"tf.Tensor(17.725399, shape=(), dtype=float32)"
818,"tf.Tensor(15.469591, shape=(), dtype=float32)"
819,"tf.Tensor(16.671753, shape=(), dtype=float32)"
820,"tf.Tensor(15.0371475, shape=(), dtype=float32)"
821,"tf.Tensor(16.447132, shape=(), dtype=float32)"
822,"tf.Tensor(17.616293, shape=(), dtype=float32)"
823,"tf.Tensor(16.735914, shape=(), dtype=float32)"
824,"tf.Tensor(16.366499, shape=(), dtype=float32)"
825,"tf.Tensor(15.589543, shape=(), dtype=float32)"
826,"tf.Tensor(17.17757, shape=(), dtype=float32)"
827,"tf.Tensor(16.478588, shape=(), dtype=float32)"
828,"tf.Tensor(13.946049, shape=(), dtype=float32)"
829,"tf.Tensor(17.182766, shape=(), dtype=float32)"
830,"tf.Tensor(16.764425, shape=(), dtype=float32)"
831,"tf.Tensor(15.783378, shape=(), dtype=float32)"
832,"tf.Tensor(16.327393, shape=(), dtype=float32)"
833,"tf.Tensor(16.319057, shape=(), dtype=float32)"
834,"tf.Tensor(16.246311, shape=(), dtype=float32)"
835,"tf.Tensor(16.319057, shape=(), dtype=float32)"
836,"tf.Tensor(17.116436, shape=(), dtype=float32)"
837,"tf.Tensor(15.056879, shape=(), dtype=float32)"
838,"tf.Tensor(13.815423, shape=(), dtype=float32)"
839,"tf.Tensor(14.467799, shape=(), dtype=float32)"
840,"tf.Tensor(16.949747, shape=(), dtype=float32)"
841,"tf.Tensor(15.6547785, shape=(), dtype=float32)"
842,"tf.Tensor(16.527096, shape=(), dtype=float32)"
843,"tf.Tensor(17.096262, shape=(), dtype=float32)"
844,"tf.Tensor(16.923714, shape=(), dtype=float32)"
845,"tf.Tensor(17.122854, shape=(), dtype=float32)"
846,"tf.Tensor(15.311464, shape=(), dtype=float32)"
847,"tf.Tensor(15.911163, shape=(), dtype=float32)"
848,"tf.Tensor(15.500045, shape=(), dtype=float32)"
849,"tf.Tensor(15.584659, shape=(), dtype=float32)"
850,"tf.Tensor(14.778505, shape=(), dtype=float32)"
851,"tf.Tensor(15.634385, shape=(), dtype=float32)"
852,"tf.Tensor(16.464401, shape=(), dtype=float32)"
853,"tf.Tensor(16.26593, shape=(), dtype=float32)"
854,"tf.Tensor(16.235044, shape=(), dtype=float32)"
855,"tf.Tensor(16.107153, shape=(), dtype=float32)"
856,"tf.Tensor(15.297655, shape=(), dtype=float32)"
857,"tf.Tensor(16.595217, shape=(), dtype=float32)"
858,"tf.Tensor(16.255482, shape=(), dtype=float32)"
859,"tf.Tensor(17.896456, shape=(), dtype=float32)"
860,"tf.Tensor(15.91365, shape=(), dtype=float32)"
861,"tf.Tensor(15.573015, shape=(), dtype=float32)"
862,"tf.Tensor(13.476799, shape=(), dtype=float32)"
863,"tf.Tensor(14.733112, shape=(), dtype=float32)"
864,"tf.Tensor(17.119455, shape=(), dtype=float32)"
865,"tf.Tensor(14.070044, shape=(), dtype=float32)"
866,"tf.Tensor(15.689354, shape=(), dtype=float32)"
867,"tf.Tensor(14.975632, shape=(), dtype=float32)"
868,"tf.Tensor(14.721488, shape=(), dtype=float32)"
869,"tf.Tensor(14.115892, shape=(), dtype=float32)"
870,"tf.Tensor(16.862062, shape=(), dtype=float32)"
871,"tf.Tensor(16.077105, shape=(), dtype=float32)"
872,"tf.Tensor(15.318382, shape=(), dtype=float32)"
873,"tf.Tensor(15.242545, shape=(), dtype=float32)"
